subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,Analysis End Date,Start Date (SOM),Month Span,Month Number,Active Month
S-c75159,A-bcf87c,2024-08-22,2024-09-28,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,TRUE,Monthly,Renews Automatically,2024-09-28,2024-08-01,2,2,2024-09-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,1,2024-06-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,2,2024-07-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,3,2024-08-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,4,2024-09-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,5,2024-10-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,6,2024-11-01
S-b5643b,A-9f9299,2024-06-11,null,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,Annual,Manual Renewal,2024-12-31,2024-06-01,7,7,2024-12-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,1,2023-06-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,2,2023-07-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,3,2023-08-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,4,2023-09-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,5,2023-10-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,6,2023-11-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,7,2023-12-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,8,2024-01-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,9,2024-02-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,10,2024-03-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,11,2024-04-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,12,2024-05-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,13,2024-06-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,14,2024-07-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,15,2024-08-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,16,2024-09-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,17,2024-10-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,18,2024-11-01
S-49a9aa,A-10b8f2,2023-06-16,null,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,19,2024-12-01
S-8c10c1,A-0651a4,2024-12-25,null,Enterprise,65,12935,155220,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-12-01,1,1,2024-12-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,1,2024-02-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,2,2024-03-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,3,2024-04-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,4,2024-05-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,5,2024-06-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,6,2024-07-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,7,2024-08-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,8,2024-09-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,9,2024-10-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,10,2024-11-01
S-6762fa,A-40a557,2024-02-12,null,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-02-01,11,11,2024-12-01
S-a805a5,A-2789e3,2024-09-18,null,Basic,33,627,7524,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,1,2024-09-01
S-a805a5,A-2789e3,2024-09-18,null,Basic,33,627,7524,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,2,2024-10-01
S-a805a5,A-2789e3,2024-09-18,null,Basic,33,627,7524,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,3,2024-11-01
S-a805a5,A-2789e3,2024-09-18,null,Basic,33,627,7524,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,4,2024-12-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,1,2023-05-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,2,2023-06-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,3,2023-07-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,4,2023-08-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,5,2023-09-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,6,2023-10-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,7,2023-11-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,8,2023-12-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,9,2024-01-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,10,2024-02-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,11,2024-03-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,12,2024-04-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,13,2024-05-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,14,2024-06-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,15,2024-07-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,16,2024-08-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,17,2024-09-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,18,2024-10-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,19,2024-11-01
S-da0a69,A-49b828,2023-05-11,null,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-05-01,20,20,2024-12-01
S-59c5d7,A-c16b88,2024-10-19,null,Basic,35,665,7980,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-10-01,3,1,2024-10-01
S-59c5d7,A-c16b88,2024-10-19,null,Basic,35,665,7980,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-10-01,3,2,2024-11-01
S-59c5d7,A-c16b88,2024-10-19,null,Basic,35,665,7980,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-10-01,3,3,2024-12-01
S-d3faae,A-5c9849,2024-11-12,null,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-11-01,2,1,2024-11-01
S-d3faae,A-5c9849,2024-11-12,null,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-11-01,2,2,2024-12-01
S-73a4e4,A-993085,2024-09-09,null,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,1,2024-09-01
S-73a4e4,A-993085,2024-09-09,null,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,2,2024-10-01
S-73a4e4,A-993085,2024-09-09,null,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,3,2024-11-01
S-73a4e4,A-993085,2024-09-09,null,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-09-01,4,4,2024-12-01
S-35c8a3,A-e4144b,2024-12-22,null,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-12-01,1,1,2024-12-01
S-99fbf7,A-7dacce,2024-09-10,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,1,2024-09-01
S-99fbf7,A-7dacce,2024-09-10,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,2,2024-10-01
S-99fbf7,A-7dacce,2024-09-10,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,3,2024-11-01
S-99fbf7,A-7dacce,2024-09-10,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,4,2024-12-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,1,2024-03-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,2,2024-04-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,3,2024-05-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,4,2024-06-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,5,2024-07-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,6,2024-08-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,7,2024-09-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,8,2024-10-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,9,2024-11-01
S-e97b9f,A-a0ca4e,2024-03-16,null,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-03-01,10,10,2024-12-01
S-763d33,A-ef84cf,2024-07-25,null,Basic,23,437,5244,FALSE,FALSE,TRUE,FALSE,Annual,Manual Renewal,2024-12-31,2024-07-01,6,1,2024-07-01
S-763d33,A-ef84cf,2024-07-25,null,Basic,23,437,5244,FALSE,FALSE,TRUE,FALSE,Annual,Manual Renewal,2024-12-31,2024-07-01,6,2,2024-08-01
S-763d33,A-ef84cf,2024-07-25,null,Basic,23,437,5244,FALSE,FALSE,TRUE,FALSE,Annual,Manual Renewal,2024-12-31,2024-07-01,6,3,2024-09-01
S-763d33,A-ef84cf,2024-07-25,null,Basic,23,437,5244,FALSE,FALSE,TRUE,FALSE,Annual,Manual Renewal,2024-12-31,2024-07-01,6,4,2024-10-01
S-763d33,A-ef84cf,2024-07-25,null,Basic,23,437,5244,FALSE,FALSE,TRUE,FALSE,Annual,Manual Renewal,2024-12-31,2024-07-01,6,5,2024-11-01
S-763d33,A-ef84cf,2024-07-25,null,Basic,23,437,5244,FALSE,FALSE,TRUE,FALSE,Annual,Manual Renewal,2024-12-31,2024-07-01,6,6,2024-12-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,1,2024-02-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,2,2024-03-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,3,2024-04-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,4,2024-05-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,5,2024-06-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,6,2024-07-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,7,2024-08-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,8,2024-09-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,9,2024-10-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,10,2024-11-01
S-323782,A-7920cc,2024-02-22,null,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-02-01,11,11,2024-12-01
S-1cff18,A-2789e3,2024-10-03,null,Basic,11,209,2508,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-10-01,3,1,2024-10-01
S-1cff18,A-2789e3,2024-10-03,null,Basic,11,209,2508,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-10-01,3,2,2024-11-01
S-1cff18,A-2789e3,2024-10-03,null,Basic,11,209,2508,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-10-01,3,3,2024-12-01
S-bf806d,A-7c5768,2024-09-21,null,Basic,62,1178,14136,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,1,2024-09-01
S-bf806d,A-7c5768,2024-09-21,null,Basic,62,1178,14136,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,2,2024-10-01
S-bf806d,A-7c5768,2024-09-21,null,Basic,62,1178,14136,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,3,2024-11-01
S-bf806d,A-7c5768,2024-09-21,null,Basic,62,1178,14136,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2024-09-01,4,4,2024-12-01
S-36f6ec,A-ccb686,2024-08-16,null,Pro,21,1029,12348,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-08-01,5,1,2024-08-01
S-36f6ec,A-ccb686,2024-08-16,null,Pro,21,1029,12348,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-08-01,5,2,2024-09-01
S-36f6ec,A-ccb686,2024-08-16,null,Pro,21,1029,12348,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-08-01,5,3,2024-10-01
S-36f6ec,A-ccb686,2024-08-16,null,Pro,21,1029,12348,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-08-01,5,4,2024-11-01
S-36f6ec,A-ccb686,2024-08-16,null,Pro,21,1029,12348,FALSE,TRUE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2024-08-01,5,5,2024-12-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,1,2023-06-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,2,2023-07-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,3,2023-08-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,4,2023-09-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,5,2023-10-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,6,2023-11-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,7,2023-12-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,8,2024-01-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,9,2024-02-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,10,2024-03-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,11,2024-04-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,12,2024-05-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,13,2024-06-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,14,2024-07-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,15,2024-08-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,16,2024-09-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,17,2024-10-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,18,2024-11-01
S-b9fc6c,A-2ebb4b,2023-06-16,null,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,Annual,Renews Automatically,2024-12-31,2023-06-01,19,19,2024-12-01
S-7f8cd8,A-53f4e3,2024-09-18,2024-11-17,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,TRUE,Monthly,Renews Automatically,2024-11-17,2024-09-01,2,1,2024-09-01
S-7f8cd8,A-53f4e3,2024-09-18,2024-11-17,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,TRUE,Monthly,Renews Automatically,2024-11-17,2024-09-01,2,2,2024-10-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,1,2023-12-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,2,2024-01-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,3,2024-02-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,4,2024-03-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,5,2024-04-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,6,2024-05-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,7,2024-06-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,8,2024-07-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,9,2024-08-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,10,2024-09-01
S-e912e6,A-a8d89d,2023-12-12,null,Enterprise,78,15522,186264,FALSE,FALSE,FALSE,FALSE,Monthly,Renews Automatically,2024-12-31,2023-12-01,13,11,2024-10-01
